text,user,location,genre,sentiment
The Devils Gonna Take Me is out Bluesinspired Black Keys esque rock sound well performed and produced  We All Want Someone To Shout For Super dynamic rock song  Metalhead Community Magazine Listen here  NewMusicFriday rockmusic altrock ,still18band,Canada,rock,0.14166666666666666
Keep it going rock metal music hardrock rockstar metalmeme meme metalmemes memes metalhead rockmusic heavymetal musicmemes pantera slipknot rocknroll avengedsevenfold slayer metalheads funnymemes ozzy askingalexandria bringmethehorizon megadeth ,HeadRushTV,Boston MA USA,rock,0.0
Doggos Loving Their Bath classicrock rocknroll rockmusic  ,KGBSanDiego,San Diego CA,rock,0.6
Just a week til we release our lockdown video BrokenDisappear NewVideo NewMusicVideo NewVideoAlert MusicVideo MusicVideos rockmusic HardRock heavyrock alternativerock alternative grunge lockdown2020 lockdownvideo broken disappear whowantstodisappear ,aritualspirit,Edinburgh,rock,-0.4
IN 100 YEARS when you and I are history  NewMusic NewMusicFriday Playlist rock rockmusic weekendvibes HAVE A GREAT WEEKEND Spotify  Apple Music  Youtube  ,AwanMusic,,rock,0.8
Check out Celebrating Black Music Part 3 on TheCreativeGrind  via   BlackMusicMonth blackmusicians rockmusic POPMUSIC soulmusic dancemusic BlackArtMatters,theaniwriter,United States,rock,-0.16666666666666666
Before Radiohead came on the scene in 1993 they were known as On A Friday a group of friends who rehearsed on Fridays  As they became more serious they changed their name to Radiohead in honor of a Talking Heads song musicschool radiohead factfriday rockmusic ,allstarrocksch,Colchester England,rock,0.08333333333333334
Happy birthday to Ann Wilson Ann Dustin Wilson was born on June 19 1950 and is best known as the lead singer and songwriter of the rock band Heart She was listed as one of the Top Heavy Metal Vocalists of All Time by Hit Parader magazine in 2006 annwilson heart rockmusic ,jegentry66,Shreveport La,rock,0.5249999999999999
Fantastic review of my new album Broken Road an extremely competent musical journey into someones soul with those deals that accompany the legend of Robert Johnson laid bare 9 out of 10 full review   bluesmusic rockmusic indie alternative,benhemming,London England,rock,0.12954545454545455
NowPlaying NowOnAir HARD ROCK NIGHTS WEDTHU here in  with BRIAN BASHER ROCK ROCKMUSIC MUSIC LISTEN HERE    ,panamarhradio,Track Unfollowers Panama City,rock,-0.2916666666666667
Alanis Morissette Shares Acoustic Ironic for Jagged Little Pill Anniversary Full concert film will air on Morissettes YouTube page on June 28th Link  rockitboy wecreatecrowds rockmusic musicislife musician vancouver musiceducation ,RockItBoy,iPhone 49128571122301056,rock,0.12083333333333333
 guys what the hell How is this so good pure unadulterated rockmusic NewMusicFriday ,DirkVanDom,Ireland,rock,0.4380952380952381
 I am so metal I blast it when doing dishes dishes kitchen rockmusic,TrctrDrvngChamp,,rock,0.0
Were joining  and  at the  next April Tickets from the Tivoli or  Lets do this gig rockmusic ,WickedRivers,Derby UK,rock,0.0
Photo By Paul Gilmore  Unsplash  asiatravel culture rockmusic music daycare ,RethinkCancer,New York NY USA,rock,0.0
Music by Non State Actor  SETTLE YOUR REGRETS IWRITE TV Supercar No  via  rockmusic YouTuber Video,iwritefirm,Jamaica New York,rock,-0.1
Check out Failing Upwards  background music for videos amp media   stockmusic productionmusic musicformedia musicforvideos background instrumental music backgroundmusic energetic sports rockmusic action ,fabclaxton,Canada,rock,0.3
August 8th bringing back live shows Check out our new video Time On My Hands on YouTube now  let us know what ya think ThoughtsLikeAnchors Merch liveshows outdoorfun ElaphantTalk poppunk rockmusic alternativemusic supportlocalmusic ,WinBy2nj,New Jersey USA,rock,0.0909090909090909
We encourage all our Canadian Musician friends to do something similar if they are able canadianmusic rock music newmusic rockmusic canadamusic canadianrock ,TheNobleRogues,RazzleDazzle Ontario Canada,rock,0.25
male rockmusic vocalist ,joevecchiorocks,the web,rock,0.0
MANY MORE NEW BANDS THIS WEEKEND ON JAM RADIO ONLY THE NEWEST Tune in  rock classicrock countrymusic folkmusic BluesMusic Jazz folk Radio OnlineRadio radiostation music world listen nowplaying ListenNow NewMusic rockmusic metal ,jamonlineradio,Spain,rock,0.28409090909090906
Morning Bourbonites Happy to announce weve signed on with Blind Anxiety Entertainment as our booking agent Tours are in the works and we cant wait to see you  touringband rocknroll bookingagency tourbooking rockmusic retrorock groove femalefronted dirtyrock ,BourbonHouse,United States,rock,0.15000000000000002
Yes agree this is absolutely disgraceful   some groupsartists may be able to manage it but the vast majority are really REALLY finding it hard Think about it properly livemusic rockmusic Livenation HeavyMetal ,SpiritWalkTalk,Manchester UK,rock,0.10138888888888886
A playlist based on the tracks played on the BBC Friday rock show from 15121978 bbcfridayrockshow tommyvance rockmusic ,kaznhoj,Boltonuk,rock,0.0
Try something new Check out           NewMusic rockmusic Goodtimes UpliftingMusic ,WDFDRecords,,rock,0.13636363636363635
This is outrageous metal rock rockmusic ,LinneaMichel,SouthCoast Massachusetts,rock,-1.0
How rock n roll of me to wear nautical shorts If that doesnt make you want to listen to    what will crazytrain fun rockmusic Metallica defleppard poison 90DayFiance I threw that in cuz I talk about it all the time on the show  ,ClaudiaComedy,United States,rock,0.3
Oh heck yeah very cool these UK rock legends gonna rock the driveins rockmusic livemusic ,SpiritWalkTalk,Manchester UK,rock,0.45499999999999996
Explore the music that bonded a father and son on a special Fathers Day edition of  Featuring tunes from George Harrison Cat Stevens the Band Johnny Cash CCR and more classicrock rockmusic ,KeithsMusicBox1,,rock,0.4285714285714286
So if we do this stuff does it mean we can have livemusic concerts back metal rockmusic ,LinneaMichel,SouthCoast Massachusetts,rock,-0.15625
JUST TELL ME POSTER  puddleofmudd puddleofmuddmerch merchandise musicband rock rockband rockmusic alternative alternativerock alternativerockmusic grunge shoppingonl ,puddleofmudd,Los Angeles CA,rock,0.0
Check it out  will give you contact info for over 500 rockmusic blogs musicpromo   ,StephyJamesLove,Usa,rock,0.0
Steve Hackett  Defector 1983 Charisma Classics CHC 15  artrock rockmusic music vinyl vinyldealer 1980s forsale artwork kimpoor rollinmattvinyl ,rollinmattvinyl,,rock,0.0
Past Allstage Crawls Allstage at London Bluesfest 2018  Journeymen of Soul September 14 2018 Allstage TurnUpTheLiveMusic musicians drums guitar rockband bands artists indie indiemusic rockmusic bluesmusic liveperformance ,AllstageJim,London Ontario Canada,rock,-0.125
Happy release day to  and Celexa Dreams that is out TODAY  rockmusic ,RhinoRadio,England,rock,0.8
1987 solo effort from TheRollingStones frontman mickjagger primitive cool vinyl LP rockmusic music £650  ,rollinmattvinyl,,rock,0.35
GOOD MORNING puddleofmudd FANS puddleofmuddmusic puddleofmuddfans rock rockmusic alternative alternativerock alternativerockmusic grunge grungemusic  Los AngelesHollywood California ,puddleofmudd,Los Angeles CA,rock,0.7
excellent copy of August from slowhand EricClapton rockmusic guitar music vinyl forsale £7  ,rollinmattvinyl,,rock,1.0
I have released my first EP unto the world Its called The Captive Audience and is available from Bandcamp Head to  if youre interested originalmusic original rock rockmusic ep extendedplay debutep bandcamp BandcampFriday lockdownmusic ,Camborner,Bristol England,rock,0.29500000000000004
Most people are riding around blaring rockmusic or countrymusic Im riding around blaring Irish music WritingCommunity writers Irish,AuthorJDumas,Whitefield Me,rock,0.16666666666666666
Roger Daltrey  Ride A Rock Horse 1975 Polydor 2442 135 classicrock rockmusic vinyl vinyldealer forsale rogerdaltrey who folowmeplease music ,rollinmattvinyl,,rock,0.0
Photo By Amy Hanley  Unsplash  asiatravel culture rockmusic music urbanagriculture ,RethinkCancer,New York NY USA,rock,0.0
Mark Tremonti Recalls Crazy Moment Eddie Van Halen Crashed His WarmUp classicrock rocknroll rockmusic rockband ,KGBSanDiego,San Diego CA,rock,-0.6
Brand New Single Under the Skin is available now  NewMusicFriday christianrock FridayThoughts independentartist LyricVideo rockmusic  ChristianMusic Jesus ,ClayPhotography,Winter Park FL,rock,0.154978354978355
Heres a review of my album Singing Rock Lake by    NewMusic americana musician InstrumentalMusic composer musicislife soundscapes conceptalbum musicforfilm Filmmaking NewMusicFriday NativeAmerican NewMusicDaily rockmusic ,judegwynaire,United Kingdom,rock,0.0
YFN Lucci ft Jackboy  Fuck It Instrumental   yfnlucci jackboy viralvideos DanceMusic Rnb DanceHall kpop RockMusic Country CountryMusic Instrumentals Music Downloads ,InstrumentalBox,,rock,-0.4
Dirty Pool video teaser Rogue rocks that wah wah solo    Musicvideo rockmusic musicproduction rockvideo guitar bass beats guitarsolo wahwah fender ,ProxyRogue,,rock,-0.375
Panama Rock Radio Your OnLine Radio Station Only the best hits 24 hours a day  radio ROCK stage music passion rockheroes rockmusic live livemusic guitarist guitar guitarplayer rock metal rockstarimage stage epiphone  ,WorldPodPa,Panama City Florida,rock,0.37878787878787873
Alpha Tide thats us on Spotify  go and have a good listen   AlphaTide BandsOnSpotify RockMusic FourPiece ,alphatideband,Devon England,rock,0.7
OCEAN HILLS  Death Or Liberty  via  Have a look enjoy and spread the word rock rockmusic hardrock videooftheday nickelback godsmack foofighters volbeat alterbridge shinedown alterbridgefans stonesour,OceanHillsBand,Los Angeles CA,rock,0.4
pop jpop citypop 80s 80smusic aor rockmusic music dance liveperformance nowplaying stayhome 週末 邦ロック 音楽 邦楽 昭和 歌謡曲 ライブ 西城秀樹 HidekiSaijo–his original song ThroughTheNight written composed and arranged by 角松敏生 ToshikiKadomatsu ,d2mnbfBJt1r8OoU,,rock,0.375
Panama Rock Radio Your OnLine Radio Station Only the best hits 24 hours a day  radio ROCK stage music passion rockheroes rockmusic live livemusic guitarist guitar guitarplayer rock metal rockstarimage stage epiphone  ,panamarhradio,Track Unfollowers Panama City,rock,0.37878787878787873
YOU CAN HEAR IT IN YOUR TABLET CELL PHONE OR COMPUTER  PANAMA ROCK RADIO pleasant moments listening to good music accompanied by the best groups and artists  ROCK ROCKMUSIC MUSIC CLASSICROCK ,panamarhradio,Track Unfollowers Panama City,rock,0.811111111111111
 feedbackfriday newmusicfriday A new song for everyone called This ones ours from our new EP Blacklightenjoy  NewMusic rock rockmusic unsigned unsignedartist livemusic dontdisruptthenoise Alternativerock,playdeadbanduk,London England,rock,0.13636363636363635
YOU CAN HEAR IT IN YOUR TABLET CELL PHONE OR COMPUTER  PANAMA ROCK RADIO pleasant moments listening to good music accompanied by the best groups and artists  ROCK ROCKMUSIC MUSIC CLASSICROCK ,panamarhradio,Track Unfollowers Panama City,rock,0.811111111111111
New single release from Jude Gwynaire Eco Warrior Miss Camouflage 2020 Stream   NewMusicFriday NewMusicAlert MusicBank music ecolifestyle rockmusic indiemusic guitarplayer guitarist leadguitar folkrock folklore Wildlife ,judegwynaire,United Kingdom,rock,0.032467532467532464
Why June 19th Matters In Rock History classicrock rocknroll rockmusic rockband ,KGBSanDiego,San Diego CA,rock,0.0
REMEMBER OUR SHOW FRIDAY NIGHT PARTY PANAMA ROCK RADIO SHE IS ONLY ROCK AND ROLL LISTEN HERE TONIGHT AT 6PM ET   radio rock SITE  ROCK ROCKMUSIC MUSIC ClassicRock Metal ,panamarhradio,Track Unfollowers Panama City,rock,0.0
REMEMBER OUR SHOW FRIDAY NIGHT PARTY PANAMA ROCK RADIO SHE IS ONLY ROCK AND ROLL LISTEN HERE TONIGHT AT 6PM ET   radio rock SITE  ROCK ROCKMUSIC MUSIC ClassicRock Metal ,panamarhradio,Track Unfollowers Panama City,rock,0.0
Hot Chocolate anyone nowplaying np rock rockmusic indie ,Blabpipe,USA,rock,0.125
Happy holidays to each and every one of you Stay safe and well  TERJE ☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆ Holidays Vacation Summer Music Rock MelodicRock Rockmusic ClassicRock Singer Vocalist Guitarist Guitarplayer ,TerjeEideOnline,NORWAY,rock,0.65
 I hear you on the airwaves great rockmusic keep it coming man  listeningin,deescarlet34,,rock,0.8
Have You Heard Shame On You by Thommy Silence feat KS Rocks Official Video  via   heavymetal newmusic rock rocknroll rockmusic metal,321KSROCKS,London,rock,0.0
Yall know were fudging our way through Instagram right Go follow us  boost our egos • rockmusic rock music rocknroll rockband livemusic guitar s hardrock metal rockandroll heavymetal guitarist band musician classicrock metalmusic concert singer punkrock ,TheIdolDead,Leeds UK,rock,0.2857142857142857
ULTIMATE 80s 90s amp 2000s TIME WARP with Jess Jade allrequestfriday  Ur keyword is cry Join her frm 2  5pm Shout OutsRequests via WhatsApp 0614145594 DoorsRockRadio thedoorsnightclub indiemusic 80smusic alternativemusic rockmusic metalmusic LIVEradio ,DoorsNightclub,Johannesburg suburbs,rock,0.0
BRIAN MATHENY from today on JAM RADIO ONLY THE NEWEST  rock classicrock countrymusic folkmusic BluesMusic Jazz folk Radio OnlineRadio radiostation music world listen nowplaying ListenNow NewMusic rockmusic metal ,jamonlineradio,Spain,rock,0.0
Your Guardian Angel  The Red Jumpsuit Apparatus cover at KTV【再up】 ↓Check this Full Pls↓  カラオケ 歌ってみた 洋楽 ロック KARAOKE ROCKMUSIC ROCK FOLLOWYOU BAR 相互フォロー 相互フォロー歓迎 相互チャンネル登録 ,ManilaYanagi,National Capital Region Repub,rock,0.175
EMMA LACHEVRE from today on JAM RADIO ONLY THE NEWEST  rock classicrock countrymusic folkmusic BluesMusic Jazz folk Radio OnlineRadio radiostation music world listen nowplaying ListenNow NewMusic rockmusic metal  ,jamonlineradio,Spain,rock,0.0
Thats it go presave my song on Spotify Drop at 5 pm in France rock rockmusic rockstar music pop popmusic deezer Spotify applemusic tidal napster itunes amazonmusic à USA ,Amos296,France,rock,0.0
Presave my new single I Wish on Spotify  powered by  rockmusic,Amos296,France,rock,0.032467532467532464
though it infuses EDM it is still indierock rockmusic your thoughts ttpswwwdistortedkidcom,distortedkidcom,Worcester MA,rock,0.0
LOOK TIME TO ELEVATE  adventure Its gunna be RAD Its time to go LIVE with it  gibson singer songwriter singersongwriter guitar gibson lespaul newtoy rockout RockMusic Rock ,JonathanHursh,Anchorage,rock,0.13636363636363635
REGGAE MUSIC ALERT  CLICK HERE FOR FREE DOWNLOADS  badfrombirth brainycv Nwkstudios nowplaying rock music newmusic love hiphop indiemusic indieartist playing rockmusic thursdaymusic thursdaythought reggaemusic Afrobeats indiecou,zeerowbadman,Lagos Nigeria,rock,0.45
Visit my page for some exciting music  badfrombirth brainycv Nwkstudios nowplaying rock music newmusic love hiphop indiemusic indieartist playing rockmusic thursdaymusic thursdaythought reggaemusic Afrobeats indiecountrymusic sundayfu ,zeerowbadman,Lagos Nigeria,rock,0.4
Ode 3 An Ode to Bruce Springsteen Written and performed by Yours truly Ode BruceSpringsteen Jungleland BornToRun NoSurrender RockandRoll RockMusic TheGoods SpringsteenStyle Nebraska ReasonToBelieve ,TomJamieson77,North Yorkshire,rock,0.0
Finally Im now following  in a bid to push and promote rockmusic in Kenya and internationally follow him back too,deescarlet34,,rock,0.0
Epic Rock Queen FreddieMercury RogerTaylor BrianMay JohnDeacon Rock rockmusic vintage photography ,DerinDenham,,rock,0.1
The last verse of Guns n Roses My Michelle sung in aid of the Samaritans classicrock rockmusic gunsnroses ,ForssofN,,rock,0.0
THE WATERDOGS from today on JAM RADIO ONLY THE NEWEST  rock classicrock countrymusic folkmusic BluesMusic Jazz folk Radio OnlineRadio radiostation music world listen nowplaying ListenNow NewMusic rockmusic metal  ,jamonlineradio,Spain,rock,0.0
 DEBUT SINGLE SPARE FUSE IS OUT NOW Click here  to stream any way you like originalmusic album recording rock rockband newmusic rockmusic cork corkcity originalband irishmusic corkmusic irishband band originalrock ,Cussenmusic,Cork City,rock,-0.07142857142857142
I finished the song it will drop tomorrow i hope and I hope yall will be here when it drops rock rockmusic rockstar music pop popmusic deezer Spotify applemusic tidal napster itunes amazonmusic à ,Amos296,France,rock,0.0
Back photo of the soon released physical copy of Piece of Mind Release date for the physical TBA  Fredperry rocknroll rockmusic Cancelthestraights Fareham Sexy musicians pieceofmind thestraights ,TheStraightsuk,Fareham UK,rock,0.125
Tune in to Rosies Rock Show from 11AM for a variety of Rockmusic both old and new including a lyricquiz and a featuredalbum Theres also going to be a surprise today so dont miss it ,AwakeningWorlds,Worldwide,rock,0.11818181818181818
Music Fact Of The Day 19 June 1964  English rock band The Animals released their seminal hit single House Of The Rising Sun RockMusic ,CRAVEGuitars,Cornwall England UK,rock,-0.03571428571428571
Have a listen to Lebanese RockMusic Pioneer s first HitSongs    Lebanon RockStar RockSinger music artist SingerSongwriter ,ThomasVitins,Brummana Lebanon,rock,0.25
Watch Lebanese RockMusic pioneer s first MusicVideo Hey Richie   LydiaCanaan RockStar music Lebanon SingerSongwriter RockStar RockSinger ,ThomasVitins,Brummana Lebanon,rock,0.25
Check out Lebanese RockMusic pioneer s HitSong To Oblivion and Back    LydiaCanaan ليدياكنعان SingerSongwriter RockStar ,ThomasVitins,Brummana Lebanon,rock,0.0
Send tunes gt   Best Alternative amp Indie Rock   indiemusic rockmusic alternative,simonnemann,,rock,0.5
New ReggaeMusic NEVER by KING ZEEROWBADMAN  badfrombirth brainycv Nwkstudios nowplaying rock music newmusic love hiphop indiemusic indieartist playing rockmusic thursdaymusic thursdaythought reggaemusic Afrobeats indiecountrymusic sun,zeerowbadman,Lagos Nigeria,rock,0.3181818181818182
Youre the air that I breathe Muse  opm music rockmusic rainyday playlist exploremusic listige ,MarMonaMD,National Capital ,rock,0.0
Send tunes gt   Best Alternative amp Indie Rock   indiemusic rockmusic alternative,StephyJamesLove,Usa,rock,0.5
Photo By Andrew Coelho  Unsplash  asiatravel culture rockmusic music wintersports ,mason849,London,rock,0.0
NEW MUSIC Brainy Cv  Firewood Audio and Video Download  brainycv firewood Nwkstudios gmlentertainment nowplaying rock music newmusic love hiphop indiemusic indieartist playing rockmusic thursdaymusic thursdaythought reggaemusic Afro,zeerowbadman,Lagos Nigeria,rock,0.3181818181818182
YurMum 1st time in a podcast Great chat with the kidz from mediocrepunxpodcast  HIT PLAY  yurmum TropicalFuzz rockduo twopieceband rock rockmusic cowbell morecowbell DIY band rockband liveband ,rockyurmum,London England,rock,0.8
One Day music video  alternative alternativerock altrock postrock rock rockmusic gothrock altcountry countryrock songwriter thegodmachine rockandroll poprock hardrock,mercylanemusic,Twin Peaks,rock,0.0
Holy shit A new  song NewMusic NewMusicFriday rockmusic rockaintdead  Very 70s Odyssey  via ,boleslawthebrav,,rock,0.04545454545454545
Whitesnake RockAlbum davidcoverdale joelhoekstra johnsykes dougaldrich rebbeach stevevai melgalley adrianvandenberg restlessheart NewMusic NewMusicFriday rockmusic  Album  The ROCK Album 2020 Remix  via ,boleslawthebrav,,rock,0.0
Support New Music rockmusic Alternativerock indierock  ,theswaggermusic,Hornsey,rock,0.13636363636363635
Video Teaser Lords Of Salem Teaser 3   Musiceternal LordsOfSalem HellOverSalem NewAlbum Teaser Gothic RockMusic MetalMusic Germany ,MusicEternal1,,rock,0.0
Hey My first album has been released Its rock with scifi themes most inspired by The Expanse amp Altered Carbon  I made the whole thing live on Twitch  I hope somebody out there enjoys it rockmusic scifi,LythiumHaze,United Kingdom,rock,0.2715909090909091
Mr Joby Hook is including a bit of Cross City Union on tonights show  Thanks for the support people Newartist sussexband sussexmusic CLASSICROCK NewRelease NewSingle rockradio rockmusic ,CrossCityUnion1,Chichester West Sussex,rock,0.1
Its the Midnight Special amp its made just for you Have a great weekend and stream this motherload playlist of ROCK on Spotify amp now also on Apple Music  TheDeadDaisies Spotify  Playlist MidnightSpecial RockMusic AppleMusic ,TheDeadDaisies,Sydney Australia,rock,0.5785714285714286
Garage jam MEANBILL garagerock RocknRoll rockmusic metalmusic altrock alternativemusic alternative grunge originalmusic punkmusic grungemusic heavymetal heavyrock underground indiemusic indie ,BillPrankie,Hamilton Ontario Canada,rock,0.0
Do you want to see me crawl across the floor to you Do you want to hear me beg you to take me back Id gladly do it because DerekAndTheDominos BellBottomBlues EricClapton BluesRock ElectricBlues Blues TheBlues Music Lyrics RockMusic 70sMusic 70sRock The70s  ,socialpastiche,,rock,0.25
6191990 Prince played the first of 12 soldout nights at Wembley Arena in London England on his current Nude European tour rockmusic ,ForgeTheRubicon,South Florida,rock,0.08333333333333333
BecauseRINGO soundcheckwithgentry rockrageradio rock heavymetal hardrock rockmusic metal rocknroll hairmetal stonerrock punkrock musicmemes modernrock rockisNOTdead ,jegentry66,Shreveport La,rock,0.0
Roxy Music by Roxy Music nowplaying rockmusic ,JyutakaB,CDに囲まれている部屋８畳,rock,0.0
a dark blend of electro dancemusic and rockmusic ,distortedkidcom,Worcester MA,rock,-0.15
We love Rock here at Pure Radio  Playing only Pure Music from the last 30 years  Tune in now  RockMusic Radio AAA ,listentopure,,rock,0.18571428571428572
2 covers  2 songs Where the pencil and the guitar come together for the same purpose Very happy to start this project and grateful to all who contribute and support Cheers  alternativerock rockmusic guitarplayer musician venezuela argentina españa usa mexico ,rummyhx,,rock,0.5
Wow You gotta hear this STRIKINGMATCHES impromptu guitar jam is mind blowing good music newmusic rockmusic rockrevival bluesmusic musicindustry If you enjoy  Remember to Follow Like Stream amp Download ,JBBestRegards,West Texas,rock,0.39999999999999997
Congrats to  making  the top 100 Songs music musicnews rockmusic rockaintdead rockrevival musicindustry ,JBBestRegards,West Texas,rock,0.5
Follow us for all the latest RockMetal news memes and much more meme memes metalmeme metalmemes musicmemes instameme instamemes funnymeme funnymemes funny rock music hardrock headbanger instadaily rockmusic instafunny memesdaily dailymemes dailymeme lol ,HeadRushTV,Boston MA USA,rock,0.5125
Listen now ROCK RAGE RADIO   Itunes  Android  rockmusic rock punkrock stonerrock bluesrock hardrock rockrageradio heavymetal musicmemes metal rocknroll altrock ,jegentry66,Shreveport La,rock,0.0
You can now stream the new  album Homegrown via his website   neilyoung homegrown classicrock rockmusic ,highnoteblog,Atlantic City NJ,rock,0.13636363636363635
Most will never understand you but to those who do youll be special  Just one man RockMusic TattedMen BeardedAndTattooed BeardedAndTatted SingerSongwriter SoulMusic OneManBand AfroPunk ,MarwanMaurice,Columbus OH,rock,0.4285714285714286
On this day in movies that Rock June 18th 1993 The Arnold Schwarzenegger film Last Action Hero was released in theaters It features a killer soundtrack with songs by Aerosmith ACDC Alice In Chains Def Leppard Queensrÿche Tesla and more moviesthatrock rock rockmusic ,jegentry66,Shreveport La,rock,0.19999999999999998
Guitar recording really  music newmusic songwriter songwriting popmusic rockmusic filmmusic newalbum inspiration composer writing songwriting singersongwriter guitar piano recordingstudio ,sylvainmarcotte,Between The Lines,rock,0.2
On this day in Rock music history June 18th 1991Van Halen released the terrific single Poundcake It hit 1 on the Billboard Album Rock Tracks chart vanhalen rocknroll rock hardrock rockmusic classicrock rockrageradio rockisNOTdead listenloud ,jegentry66,Shreveport La,rock,-0.03571428571428571
On this day in Rock music history June 18th 1976 Rod Stewart released his 7th studio album A Night On The Town It is certified 2xs platinum and it peaked at 2 on the Billboard album chart The album is regarded as one of Stewarts finest rodstewart rock poprock rockmusic ,jegentry66,Shreveport La,rock,0.0
Check this out  Santa Monica coverart Presale starts today ltd vinyl  New single out now alternativerock rock rockmusic hardrock california rocknroll photooftheday santamonica albumcover albumcoverart ford mustang fordmustang chevy ,OceanHillsBand,Los Angeles CA,rock,0.032467532467532464
Heavy Metal  Make some noise   rock rockandroll rocknroll rockmusic rockstar rocklegend heavymetal makesomenoise ,LicensedProduct,online worldwide,rock,-0.2
Tulsa is Waiting Playlist playlist spotify spotifyplaylist music CountryRock folkRock americana folk folkMusic rock rockmusic Rockabilly RockAndRoll  NowPlaying via ,sundanceJump,Mill Valley CA,rock,0.0
People for the next FridayLivestream demand a rockmusic or classic theme mtv,Reactively,USA,rock,0.08333333333333333
The  first 3 albums are about as good as music gets  rocknroll rockmusic musiclovers musicfm listeningto,metalmayhem1,,rock,0.475
New review MusicMatters are happy to present to you   Baby Jean debut single  Review ListenHere NewMusicAlert NewRelease rockmusic independent unsigned band London WordPress wordpresswebsite ,MusicMattersGB,South East England UK,rock,0.172987012987013
So excited for the release of my new song Aint No Rest for the Wicked Check it out on all digital platforms June 19th THATS TONIGHT AT MIDNIGHTnewmusic resonatorguitar dobro rockmusic Recorded and produced at  by  ,theJakeClayton,NashvilleTn,rock,0.17045454545454544
Hard Rock Check it out see what you think Playlist on Spotify that has lots of unknown bands spotifyplaylist music rock grunge rockmusic np hardrock ,Blabpipe,USA,rock,-0.19583333333333336
RockMusic  Alternative tunes on   Thats right its   at the helm  TuneIn NOW  or  app   or    ThursdayVibes ,BGLRadio,DJs from North AmericaUK ,rock,0.2857142857142857
Wornstar Clothing gives you the look and feeling of a rockstar  wornstar wornstarclothing rocknrollclothing rockstarimage rockmusic rocknrollgear ,wornstar, ,rock,0.0
Its Been A While soundcheckwithgentry rockrageradio rock heavymetal hardrock rockmusic metal rocknroll hairmetal stonerrock punkrock musicmemes modernrock rockisNOTdead ,jegentry66,Shreveport La,rock,0.0
On this day in Rock music history June 18th 1982Fleetwood Mac released their 13th studio album Mirage It yielded several hit singlesand was certified 2xs platinum and hit 1 on the Billboard 200 album chart fleetwoodmac pop rock rockmusic poprock classicrock ,jegentry66,Shreveport La,rock,0.0
Jam House Xtra rocking  heavymetal rocknroll hardrock rockmusic metal nurock music rock JamHouse  ,Harmony1963,Michigan USA,rock,0.0
On this day in Rock music history June 18 1967 The Jimi Hendrix Experience play their first show at the Monterey Pop Festival Hendrix famously lights his guitar on fire to close the show jimihendrix rock hardrock rockmusic metal classicrock rockrageradio rockisNOTdead ,jegentry66,Shreveport La,rock,0.375
And all the lifeguards say hes pretty spry for an old guy soundcheckwithgentry rockrageradio rock heavymetal hardrock rockmusic metal rocknroll hairmetal stonerrock punkrock musicmemes modernrock rockisNOTdead ,jegentry66,Shreveport La,rock,0.175
On this day in Rock music history June 18th 1991 Van Halen released their Grammy winning 9th studio album titled FUCKFor Unlawful Carnal Knowledge It debuted at 1 on the Billboard 200 album chart and maintained the position for 3 weeks vanhalen hardrock rockmusic rock ,jegentry66,Shreveport La,rock,0.5
️ACDC Dirty Eyes️ Demo RockMusic HardRock music  This is a Bon Scott tune people rarely hear Its the music to Whole Lotta Rosie before Rosie was a song ,IAmRoger17,,rock,-0.033333333333333326
On this day in Rock music history June 18th 1997 Blink182 released the album Dude Ranch The album was a huge success Dude Ranch eventually grew in sales and was certified platinum in the US by the end of the decade blink182 rocknroll punkrock rockmusic hardrock rock ,jegentry66,Shreveport La,rock,0.35000000000000003
Its a sleazerock kinda day Check out StradlinRosieGrab the headset amp get your butt outside fridaymood musictherapy Music makes you feel better instantly rockmusic rockisnotdead  Walking Around ,sisterevil,Vancouver BC Canada ,rock,0.16666666666666666
Photo By Annie Spratt  Unsplash  via   asiatravel culture holidaycrafts diyampcrafts rockmusic ,highbury112,England United Kingdom,rock,0.0
See ya tomorrow at 3 PM for Instalive with     musician singer songwriter popmusic rockmusic livemusic piano pianosongwriter pianopop rocks rockart rockbalance gravityglue ,itsrobintucker,Atlanta GA,rock,0.0
Photo By Spencer Watson  Unsplash  via   asiatravel culture rockmusic music hiking ,highbury112,England United Kingdom,rock,0.0
Zidane Karim Manchester United Chelsea FridayVibes FridayThoughts FridayLivestream rockmusic Like share and subscribe  ,HuyuErik,Nairobi Kenya,rock,0.0
Happy Birthday to All Time Lows Jack Barakat jackbarakat alltimelow bday birthday happybirthday punk poppunk guitarist guitarists punkrock punks rock music hardrock rockstar headbanger rockmusic instadaily news media musicnews bestband musician ,HeadRushTV,Boston MA USA,rock,0.8
Video Teaser Lords Of Salem Teaser 2   Musiceternal LordsOfSalem HellOverSalem NewAlbum Teaser Gothic RockMusic MetalMusic Germany ,MusicEternal1,,rock,0.0
Have a listen to Lebanese RockMusic Pioneer s first HitSongs    Lebanon RockStar RockSinger music artist SingerSongwriter ,ThomasVitins,Brummana Lebanon,rock,0.25
these songs are a blend of EDM and rockmusic check it out ,distortedkidcom,Worcester MA,rock,0.0
Watch Lebanese RockMusic pioneer s first MusicVideo Hey Richie   LydiaCanaan RockStar music Lebanon SingerSongwriter RockStar RockSinger ,ThomasVitins,Brummana Lebanon,rock,0.25
